sample_id,timestamp,room_id,room_type,building_zone,lesson_type,room_area_m2,capacity,occupancy_count,hvac_airflow_m3h,ventilation_level,outdoor_temp_c,indoor_temp_c,humidity_pct,co2_ppm_current,minutes_since_lesson_start,minutes_until_break,noise_level_db,is_exam_period,floor,future_co2_ppm,co2_risk_next_30min
ag-02262,2026-03-09T08:10:00,W-520,coworking,west,practice,44.9,37,27,238.6,0.367,0.2,24.9,63.7,777.7,82,0,55.4,True,6,889.0,0
ag-02263,2026-04-18T14:05:00,N-572,seminar,north,lab,48.7,50,35,510.0,0.673,10.8,21.8,62.8,598.9,20,72,61.9,False,1,674.7,0
ag-02264,2026-05-11T10:30:00,C-537,lab,central,none,39.6,35,13,278.8,1.0,20.2,23.0,38.5,496.9,58,30,55.8,True,1,652.6,0
ag-02265,2026-02-20T10:55:00,S-149,coworking,south,practice,80.9,77,67,546.1,0.354,-2.8,26.0,61.2,775.7,24,49,68.7,False,7,969.6,0
ag-02266,2026-04-09T17:35:00,W-351,coworking,west,practice,70.0,57,46,434.4,0.266,3.1,25.6,65.0,641.9,31,63,67.1,False,7,896.5,0
ag-02267,2026-04-24T13:35:00,N-188,seminar,north,lab,33.9,29,20,236.4,0.335,11.5,24.7,50.0,570.0,50,46,59.8,False,5,683.1,0
ag-02268,2026-04-08T12:00:00,E-207,seminar,east,lecture,55.1,55,40,383.4,0.411,5.5,24.9,60.4,692.3,38,51,54.5,False,7,828.5,0
ag-02269,2026-05-05T13:00:00,E-585,seminar,east,none,54.7,38,4,178.9,0.225,10.8,21.3,35.6,571.4,51,34,51.7,True,6,636.7,0
ag-02270,2026-04-12T16:05:00,W-340,lecture,west,lecture,79.5,56,61,415.4,0.497,12.7,27.6,66.7,727.2,2,90,73.7,True,2,1049.0,1
ag-02271,2026-05-07T11:10:00,W-347,seminar,west,lab,23.4,21,19,120.8,0.246,10.7,22.1,64.4,681.0,4,90,65.0,True,7,834.6,0
ag-02272,2026-02-21T09:20:00,S-156,coworking,south,lecture,37.2,35,14,293.9,0.467,1.5,23.7,52.7,716.5,45,38,49.7,False,6,739.9,0
ag-02273,2026-02-18T10:55:00,S-189,lecture,south,lab,107.1,108,73,601.5,0.343,13.4,24.4,49.5,973.1,47,46,60.9,True,1,1363.2,1
ag-02274,2026-02-10T09:25:00,S-458,lecture,south,none,62.8,55,20,411.2,0.333,0.8,21.8,56.1,546.8,0,90,52.3,False,6,611.2,0
ag-02275,2026-04-15T09:40:00,W-214,seminar,west,lecture,25.7,26,17,207.8,0.631,5.4,24.4,57.2,464.6,7,74,57.5,False,7,609.0,0
ag-02276,2026-05-16T13:25:00,S-363,seminar,south,none,49.8,51,3,326.1,0.434,23.9,22.7,43.1,471.9,65,19,39.2,True,6,614.1,0
ag-02277,2026-04-05T18:30:00,E-295,lecture,east,practice,87.5,83,72,784.0,0.719,10.6,25.2,56.1,882.3,37,58,61.4,False,2,1342.2,1
ag-02278,2026-04-15T14:05:00,C-310,seminar,central,lecture,87.6,63,34,417.6,0.199,14.0,24.2,57.4,680.6,60,31,61.9,False,6,872.2,0
ag-02279,2026-05-13T18:30:00,S-171,lecture,south,none,97.0,97,51,413.6,0.124,12.8,24.5,63.7,928.5,67,30,49.2,True,6,1260.9,1
ag-02280,2026-04-11T16:00:00,C-495,lecture,central,practice,106.8,81,64,469.9,0.201,14.7,23.1,32.5,861.2,47,34,63.7,False,4,1156.4,1
ag-02281,2026-02-09T16:50:00,E-363,lab,east,none,35.2,30,6,217.0,0.326,-0.4,23.2,48.4,491.2,64,40,52.5,False,6,636.4,0
ag-02282,2026-04-16T13:55:00,N-457,coworking,north,lecture,40.8,34,23,487.1,0.913,9.1,23.8,48.1,455.6,77,28,60.1,False,4,613.0,0
ag-02283,2026-05-18T10:15:00,S-114,lecture,south,practice,96.7,74,50,497.4,0.748,22.1,24.0,46.8,824.5,55,45,59.5,True,2,994.2,0
ag-02284,2026-05-11T09:10:00,C-539,lecture,central,lecture,111.9,99,75,1081.0,0.758,19.0,21.2,63.8,862.1,8,83,56.7,True,7,1251.9,1
ag-02285,2026-03-30T16:20:00,C-318,lecture,central,practice,118.2,108,38,845.2,0.419,8.3,21.8,43.9,672.4,34,54,49.4,False,2,765.4,0
ag-02286,2026-03-13T14:35:00,N-439,seminar,north,none,73.9,55,18,536.6,0.683,-0.0,22.7,52.3,463.8,65,24,40.4,False,5,436.7,0
ag-02287,2026-03-21T08:10:00,S-227,lecture,south,none,124.4,98,13,890.4,0.867,4.4,21.4,50.7,380.0,32,56,43.6,False,3,359.7,0
ag-02288,2026-05-08T17:45:00,S-328,lecture,south,exam,167.3,116,131,848.2,0.311,23.3,26.3,76.0,1316.7,39,50,73.0,True,6,2070.3,1
ag-02289,2026-04-27T15:25:00,N-138,lab,north,lab,39.4,28,18,183.8,0.657,15.6,24.0,54.5,458.6,0,90,60.7,False,7,680.9,0
ag-02290,2026-02-16T10:25:00,C-593,lab,central,practice,21.5,21,12,170.7,0.617,-0.0,24.9,60.9,420.6,27,61,53.2,False,3,567.7,0
ag-02291,2026-05-18T17:20:00,C-464,lecture,central,none,129.2,116,31,834.4,0.646,13.2,22.5,48.7,592.2,52,33,43.5,True,3,690.1,0
ag-02292,2026-02-20T09:20:00,W-546,lab,west,lecture,43.8,39,42,394.1,0.571,-0.1,23.9,72.5,519.5,8,67,66.4,True,4,726.1,0
ag-02293,2026-05-16T08:20:00,S-445,seminar,south,lab,35.6,32,23,229.2,0.666,20.0,22.6,63.5,442.8,0,90,62.8,True,5,610.4,0
ag-02294,2026-05-16T10:45:00,W-233,seminar,west,lab,75.8,62,41,518.3,0.251,7.1,21.8,62.7,729.1,74,24,61.1,True,7,986.3,0
ag-02295,2026-04-01T08:00:00,E-482,seminar,east,lecture,70.9,53,57,499.6,0.668,4.3,24.0,54.5,845.5,28,49,59.0,True,7,939.6,0
ag-02296,2026-04-20T10:10:00,S-414,coworking,south,lecture,82.2,59,51,637.5,0.688,16.1,24.3,79.1,695.3,38,47,64.0,False,7,937.0,0
ag-02297,2026-05-10T09:55:00,E-230,lab,east,practice,23.5,21,18,175.9,0.473,14.7,25.4,67.8,519.1,30,53,66.6,True,5,582.6,0
ag-02298,2026-02-25T08:30:00,S-516,lab,south,lab,23.9,20,14,186.1,0.637,3.0,21.7,48.3,548.0,75,29,52.6,False,7,738.6,0
ag-02299,2026-05-13T10:25:00,N-323,lecture,north,practice,107.0,101,66,927.2,0.423,15.5,25.0,57.1,977.7,80,14,63.4,True,7,1223.7,1
ag-02300,2026-04-22T12:20:00,N-387,seminar,north,lecture,45.9,40,23,260.8,0.179,6.4,26.1,63.0,635.1,23,68,63.2,False,2,736.3,0
ag-02301,2026-03-07T11:35:00,E-593,lab,east,practice,45.9,38,24,325.3,0.545,11.6,25.7,53.9,667.0,44,38,62.7,False,6,832.2,0
ag-02302,2026-04-24T13:30:00,E-508,seminar,east,none,32.7,35,3,354.2,0.548,8.5,23.2,32.0,536.9,24,75,52.3,False,5,564.5,0
ag-02303,2026-05-06T17:00:00,S-242,seminar,south,practice,56.1,52,37,398.6,0.234,24.2,25.3,61.1,647.6,79,12,58.2,True,2,823.6,0
ag-02304,2026-04-27T14:45:00,C-467,lecture,central,none,135.7,96,36,585.7,0.325,13.3,22.1,57.4,801.9,90,0,47.7,False,3,1004.5,0
ag-02305,2026-05-02T17:25:00,N-439,lab,north,lecture,20.8,19,19,148.8,0.641,23.3,25.0,65.6,623.6,34,51,61.3,True,2,669.8,0
ag-02306,2026-03-25T10:25:00,C-179,seminar,central,lecture,64.1,48,18,461.4,0.626,3.4,24.7,60.7,545.8,51,29,62.2,False,5,697.2,0
ag-02307,2026-04-30T10:10:00,E-546,lecture,east,lecture,159.3,116,90,573.9,0.303,15.3,24.8,65.0,1080.9,59,30,55.2,False,1,1602.9,1
ag-02308,2026-02-18T12:20:00,S-595,coworking,south,lab,80.8,63,18,611.2,0.601,-1.1,23.1,52.8,524.7,53,39,49.7,False,6,673.9,0
ag-02309,2026-02-25T08:45:00,W-178,lab,west,lab,50.1,36,24,188.5,0.269,-5.6,23.9,63.7,547.5,50,43,48.8,False,1,645.8,0
ag-02310,2026-02-17T10:30:00,S-102,lecture,south,practice,88.8,97,59,681.1,0.394,-2.3,24.4,40.7,889.3,49,46,60.3,False,3,1108.1,1
ag-02311,2026-02-11T08:50:00,C-175,lab,central,lecture,34.5,37,19,411.6,0.733,-4.3,18.6,47.1,583.1,50,41,51.5,False,3,520.3,0
ag-02312,2026-04-28T11:40:00,N-241,coworking,north,lab,25.1,25,20,172.4,0.531,9.1,24.5,39.6,583.5,71,7,66.5,False,3,719.2,0
ag-02313,2026-02-15T12:20:00,N-596,lecture,north,practice,75.5,55,36,272.7,0.247,3.3,23.3,46.3,737.6,44,56,55.2,False,7,812.2,0
ag-02314,2026-03-20T12:20:00,W-464,lecture,west,none,74.5,71,12,868.4,0.807,9.9,21.7,55.6,526.0,81,18,45.8,False,4,512.3,0
ag-02315,2026-04-26T13:55:00,S-153,lab,south,none,21.9,20,6,101.9,0.339,16.0,24.9,39.9,534.2,73,14,48.9,False,3,514.3,0
ag-02316,2026-05-06T16:20:00,S-422,lecture,south,none,105.6,100,36,802.4,0.344,18.6,24.2,50.8,687.2,45,32,49.3,True,6,832.4,0
ag-02317,2026-04-15T09:15:00,S-152,lab,south,lab,36.1,25,9,155.2,0.419,10.9,24.8,44.4,522.0,66,39,44.3,False,2,566.4,0
ag-02318,2026-05-06T15:15:00,W-585,seminar,west,lab,41.0,32,23,290.5,0.676,18.6,22.3,58.2,640.0,75,24,59.0,True,5,733.9,0
ag-02319,2026-02-23T12:20:00,W-327,lecture,west,lab,116.6,115,60,449.0,0.118,0.2,26.5,41.8,830.8,39,57,54.8,False,2,1055.0,0
ag-02320,2026-03-07T08:50:00,N-456,seminar,north,lecture,59.2,46,33,363.6,0.746,3.9,24.5,66.1,428.2,0,90,58.3,False,3,570.6,0
ag-02321,2026-02-10T13:45:00,N-150,lecture,north,lecture,98.3,98,77,697.7,0.832,6.3,24.1,56.9,820.9,17,70,57.8,False,1,1034.3,0
ag-02322,2026-03-07T13:10:00,S-395,lecture,south,practice,105.8,106,47,895.8,0.465,2.3,24.5,38.2,822.6,69,26,44.2,False,5,1058.3,0
ag-02323,2026-04-02T18:30:00,W-384,lab,west,lab,30.8,26,15,364.4,0.924,7.9,20.4,51.0,457.5,69,28,56.2,False,3,518.9,0
ag-02324,2026-03-22T11:35:00,W-217,lecture,west,none,151.3,118,2,1352.9,0.563,2.3,24.7,45.6,381.4,37,45,40.8,False,3,372.4,0
ag-02325,2026-03-27T11:45:00,N-449,coworking,north,lecture,34.2,34,32,437.9,0.733,7.3,25.1,67.5,618.3,58,33,56.3,False,3,645.4,0
ag-02326,2026-04-19T17:00:00,N-107,coworking,north,lab,73.6,74,35,551.4,0.181,3.9,23.5,36.2,629.9,0,90,61.6,False,3,767.7,0
ag-02327,2026-03-08T15:00:00,W-291,lecture,west,lecture,149.7,105,66,736.7,0.555,-1.1,25.0,42.4,747.2,47,44,54.0,False,1,1027.5,0
ag-02328,2026-02-18T08:00:00,C-339,lecture,central,lab,108.1,96,53,733.7,0.607,-1.3,25.0,61.8,838.2,90,0,57.9,False,2,1054.5,0
ag-02329,2026-02-21T12:15:00,E-563,lecture,east,none,90.6,92,30,493.9,0.251,0.4,24.1,38.8,649.2,46,28,48.9,False,6,733.7,0
ag-02330,2026-03-05T18:15:00,S-413,lecture,south,practice,133.6,117,89,857.7,0.207,7.8,25.7,63.8,1125.2,38,42,56.7,False,3,1424.1,1
ag-02331,2026-03-11T18:25:00,W-461,seminar,west,none,53.2,51,13,326.0,0.361,7.3,22.4,59.6,556.3,0,80,47.9,False,6,686.0,0
ag-02332,2026-02-16T17:40:00,N-295,seminar,north,practice,60.0,57,32,476.7,0.294,-3.8,22.6,61.5,655.7,14,65,54.3,False,6,837.6,0
ag-02333,2026-04-13T08:30:00,W-215,lab,west,practice,31.6,23,14,258.7,1.0,7.0,22.8,52.2,421.5,28,62,48.2,False,5,502.2,0
ag-02334,2026-03-10T08:10:00,C-167,coworking,central,lecture,64.1,48,38,558.3,0.563,4.1,24.6,61.3,404.5,4,76,59.6,False,5,617.0,0
ag-02335,2026-04-09T08:40:00,E-153,lecture,east,lab,128.7,100,68,781.4,0.336,16.7,22.0,68.8,825.4,41,48,57.8,False,6,1148.6,1
ag-02336,2026-04-05T17:15:00,N-174,lab,north,lab,32.8,24,17,303.3,0.715,18.0,23.6,51.9,603.0,30,67,54.7,False,7,724.2,0
ag-02337,2026-04-02T10:45:00,C-430,seminar,central,lab,86.7,61,64,285.0,0.3,10.8,24.8,56.5,764.3,36,72,62.2,True,6,929.0,0
ag-02338,2026-02-20T10:00:00,E-420,lecture,east,practice,106.3,95,100,617.3,0.528,-4.9,22.2,66.0,1135.9,27,58,62.7,False,5,1632.6,1
ag-02339,2026-05-05T15:20:00,N-337,coworking,north,exam,39.8,36,36,229.0,0.353,20.6,24.9,71.2,640.1,26,62,72.2,True,7,787.3,0
ag-02340,2026-03-23T12:50:00,W-190,lecture,west,lab,96.3,73,40,320.4,0.325,4.5,24.5,56.2,691.8,10,79,50.3,False,5,810.5,0
ag-02341,2026-03-25T11:10:00,E-456,lab,east,lecture,44.6,35,39,263.1,0.658,5.6,23.6,86.3,544.3,11,85,71.0,False,2,639.9,0
ag-02342,2026-04-07T11:20:00,E-244,lecture,east,practice,157.3,112,73,1594.0,0.843,10.3,24.6,36.9,777.6,82,0,63.1,False,6,1114.4,1
ag-02343,2026-02-26T17:55:00,S-195,lecture,south,practice,106.3,107,73,662.1,0.098,2.2,22.8,55.2,919.5,47,48,65.7,False,2,1367.9,1
ag-02344,2026-04-08T14:50:00,S-353,coworking,south,practice,100.3,76,33,513.4,0.141,8.9,22.9,41.9,736.4,55,18,48.1,False,7,898.8,0
ag-02345,2026-05-09T11:30:00,S-407,seminar,south,lecture,31.6,25,20,107.9,0.175,13.8,24.0,59.5,558.1,32,65,57.5,True,6,589.0,0
ag-02346,2026-05-18T11:15:00,S-566,seminar,south,practice,78.3,56,48,338.8,0.197,22.6,24.6,50.6,855.3,77,20,65.4,True,3,1115.8,1
ag-02347,2026-04-29T12:20:00,S-251,lab,south,practice,32.2,27,18,198.3,0.446,9.4,24.1,49.8,537.1,26,59,59.0,False,2,708.5,0
ag-02348,2026-04-27T08:50:00,N-211,coworking,north,exam,25.8,25,28,213.9,0.587,13.6,25.3,61.0,528.8,39,60,75.7,False,2,615.0,0
ag-02349,2026-04-18T08:50:00,E-247,lecture,east,practice,120.2,84,67,673.8,0.245,16.8,23.4,60.5,778.8,0,90,57.9,False,3,1012.1,0
ag-02350,2026-04-21T10:05:00,W-354,lab,west,lecture,28.6,30,25,289.9,0.765,19.2,24.6,57.4,581.7,25,66,57.0,False,3,659.0,0
ag-02351,2026-04-05T17:00:00,C-299,lecture,central,practice,70.9,63,42,379.8,0.111,5.2,27.6,60.7,741.7,41,56,60.1,False,4,913.7,0
ag-02352,2026-05-09T18:10:00,E-206,lecture,east,exam,109.1,85,100,505.1,0.48,18.9,25.7,66.2,977.8,50,48,73.8,True,7,1462.0,1
ag-02353,2026-03-24T08:05:00,C-455,lecture,central,practice,159.0,128,114,1070.8,0.466,2.4,24.6,83.3,1218.4,18,82,68.4,False,5,1829.1,1
ag-02354,2026-04-09T16:45:00,W-467,lecture,west,lecture,78.8,63,50,696.8,0.766,17.3,23.6,55.4,670.2,61,20,69.7,False,7,944.8,0
ag-02355,2026-04-08T13:55:00,N-152,lecture,north,practice,60.2,59,42,619.2,0.683,13.7,22.8,56.1,685.9,56,17,66.0,False,7,841.6,0
ag-02356,2026-04-04T18:40:00,W-566,seminar,west,practice,64.7,48,32,162.3,0.05,7.3,24.4,48.3,621.8,45,39,52.2,False,6,726.6,0
ag-02357,2026-04-12T11:35:00,E-119,lecture,east,practice,179.2,128,117,1141.8,0.316,5.7,23.5,57.7,1145.2,20,67,61.4,False,3,1597.2,1
ag-02358,2026-05-09T14:25:00,S-404,seminar,south,practice,45.2,41,35,225.4,0.501,15.7,25.0,63.5,822.2,64,30,67.9,True,2,1076.8,0
ag-02359,2026-03-31T10:55:00,N-420,lecture,north,practice,64.8,69,77,718.8,0.63,7.8,23.5,70.7,1038.7,46,50,69.7,False,7,1319.8,1
ag-02360,2026-02-23T10:15:00,C-469,lecture,central,practice,147.2,107,67,711.7,0.505,3.5,25.7,56.7,1123.2,81,7,54.5,True,5,1431.9,1
ag-02361,2026-04-01T11:15:00,W-135,lab,west,practice,29.2,21,16,144.7,0.567,13.6,22.7,63.9,577.1,76,17,66.0,False,2,628.2,0
ag-02362,2026-05-12T17:35:00,N-126,seminar,north,lab,73.9,51,41,253.6,0.189,18.7,24.4,52.7,797.7,82,13,56.9,True,1,1203.3,1
ag-02363,2026-03-29T15:05:00,W-291,lecture,west,lab,82.1,70,49,343.9,0.407,8.6,24.4,57.8,838.2,49,40,54.6,False,7,956.5,0
ag-02364,2026-04-05T13:55:00,S-559,seminar,south,practice,52.8,48,17,241.3,0.331,13.0,23.3,55.2,551.1,48,41,50.9,False,6,612.5,0
ag-02365,2026-04-30T18:40:00,W-455,seminar,west,lecture,56.2,52,40,415.5,0.475,11.2,25.1,74.8,600.0,11,79,57.5,False,4,796.4,0
ag-02366,2026-02-15T08:05:00,W-338,lecture,west,lab,82.3,61,46,368.2,0.171,-3.9,24.6,51.2,896.5,74,15,62.9,False,6,982.7,0
ag-02367,2026-05-17T13:40:00,N-417,lecture,north,lecture,82.1,90,72,1008.6,0.553,12.7,24.0,45.9,1071.3,48,42,61.3,True,4,1461.0,1
ag-02368,2026-03-22T12:20:00,C-167,lecture,central,practice,62.3,64,58,503.0,0.356,13.7,23.2,68.7,816.6,0,82,62.4,True,1,1182.7,1
ag-02369,2026-03-17T13:40:00,E-165,coworking,east,lecture,57.7,64,46,237.3,0.146,5.3,25.1,54.3,708.2,10,68,59.3,False,2,831.2,0
ag-02370,2026-04-23T17:00:00,W-585,lab,west,practice,26.6,29,27,249.2,0.821,15.4,26.2,52.5,639.1,69,23,70.0,False,2,878.9,0
ag-02371,2026-02-09T09:00:00,W-465,lecture,west,lab,117.2,125,78,594.6,0.196,-3.7,22.3,62.5,922.3,7,78,54.0,False,1,1257.6,1
ag-02372,2026-04-06T15:45:00,W-505,lab,west,lab,22.5,23,11,154.5,0.675,8.1,21.4,44.8,590.6,29,76,65.8,True,1,685.6,0
ag-02373,2026-02-11T11:00:00,E-315,lecture,east,practice,79.8,88,68,652.5,0.309,-0.2,23.7,49.6,708.4,17,74,60.8,True,4,1160.2,1
ag-02374,2026-03-03T08:20:00,S-411,lab,south,lecture,60.0,42,39,489.8,0.808,6.8,26.6,51.6,807.3,90,15,55.5,True,3,996.1,0
ag-02375,2026-05-19T12:20:00,W-201,lecture,west,lab,76.8,55,50,507.9,0.64,17.6,25.1,56.5,726.2,71,34,62.5,True,7,995.8,0
ag-02376,2026-03-12T11:55:00,C-336,coworking,central,lecture,50.4,47,35,182.9,0.199,5.4,25.0,61.7,873.9,73,16,65.1,False,7,1129.9,1
ag-02377,2026-04-06T15:10:00,N-167,lecture,north,lecture,144.4,105,99,475.7,0.192,12.8,22.8,59.9,1395.3,41,53,62.3,False,1,1942.0,1
ag-02378,2026-04-14T12:05:00,C-113,seminar,central,none,35.2,29,1,100.5,0.107,7.5,21.4,54.9,614.0,62,29,40.7,False,2,715.1,0
ag-02379,2026-04-21T09:45:00,W-155,seminar,west,none,74.2,55,19,409.2,0.246,11.8,22.9,53.2,525.6,28,75,45.6,False,5,531.1,0
ag-02380,2026-03-25T14:15:00,C-537,coworking,central,none,85.0,63,14,556.1,0.315,14.6,23.0,39.9,620.1,73,30,46.8,True,2,661.3,0
ag-02381,2026-04-17T18:25:00,W-348,seminar,west,lecture,46.9,44,48,403.0,0.641,9.8,22.5,77.6,638.4,14,67,68.4,False,5,892.7,0
ag-02382,2026-04-21T14:40:00,E-378,lecture,east,lecture,130.5,93,90,576.5,0.158,18.2,24.2,64.4,1067.9,23,62,66.7,False,2,1435.3,1
ag-02383,2026-05-07T11:25:00,S-173,lab,south,none,25.9,25,9,228.3,0.566,2.2,22.0,41.6,416.8,50,37,53.3,True,5,465.7,0
ag-02384,2026-05-13T10:55:00,C-474,seminar,central,lecture,33.6,25,25,207.1,0.545,14.9,24.4,68.4,703.1,76,17,67.2,True,4,877.7,0
ag-02385,2026-03-12T10:10:00,E-257,lecture,east,lecture,112.3,91,69,597.2,0.617,4.3,23.9,63.5,776.2,73,23,65.4,False,2,1069.2,0
ag-02386,2026-02-28T15:00:00,N-370,lecture,north,lecture,137.5,111,59,680.6,0.35,3.6,22.1,52.8,669.2,34,65,59.7,False,5,923.8,0
ag-02387,2026-03-29T15:55:00,N-411,lab,north,lab,29.4,30,25,221.0,0.442,1.3,25.7,77.5,545.4,24,70,68.5,False,1,633.2,0
ag-02388,2026-05-05T11:45:00,E-379,coworking,east,practice,47.0,37,28,153.2,0.21,14.3,25.3,61.9,724.7,28,57,59.9,True,6,759.4,0
ag-02389,2026-04-28T08:45:00,N-413,lab,north,practice,51.8,41,23,204.0,0.297,19.7,22.4,45.6,533.2,7,84,52.2,False,3,605.4,0
ag-02390,2026-02-24T18:40:00,W-400,lecture,west,practice,127.7,129,125,787.5,0.164,6.0,26.5,71.1,1270.8,24,69,71.1,False,4,1745.9,1
ag-02391,2026-04-29T18:25:00,W-135,lab,west,practice,55.5,43,23,403.2,0.566,15.6,23.1,38.9,472.5,14,83,61.9,False,4,585.4,0
ag-02392,2026-04-16T15:15:00,C-437,lab,central,lecture,51.6,41,31,406.0,0.396,9.8,25.2,45.8,793.7,90,3,59.8,True,4,908.0,0
ag-02393,2026-05-15T10:15:00,C-375,lab,central,lab,20.1,18,17,112.1,0.521,15.1,24.0,61.5,533.0,47,49,68.5,True,2,632.5,0
ag-02394,2026-03-05T09:15:00,N-329,seminar,north,lab,45.7,38,26,357.8,0.713,-3.0,23.6,62.9,616.2,40,50,61.4,False,7,800.5,0
ag-02395,2026-04-02T18:40:00,E-473,seminar,east,lecture,27.2,27,22,175.5,0.628,8.6,27.4,45.0,499.3,39,40,58.8,False,3,695.4,0
ag-02396,2026-03-27T09:25:00,N-399,seminar,north,lecture,25.1,25,20,243.2,0.542,14.5,22.7,55.3,440.6,19,57,56.4,False,1,531.7,0
ag-02397,2026-05-10T10:50:00,W-289,seminar,west,lecture,28.7,27,18,334.7,0.868,16.7,22.9,59.7,475.9,61,27,57.6,True,1,576.3,0
ag-02398,2026-03-04T14:25:00,N-163,lecture,north,lecture,71.2,79,59,880.8,0.534,4.0,23.5,58.3,574.9,0,78,66.3,False,1,813.7,0
ag-02399,2026-03-27T16:50:00,N-371,lecture,north,lecture,125.0,105,95,665.5,0.501,-2.2,23.0,51.1,1025.4,57,40,75.1,False,3,1468.0,1
ag-02400,2026-05-06T17:45:00,W-580,seminar,west,lecture,66.8,52,52,443.3,0.395,20.2,23.3,62.4,845.4,22,69,70.3,True,6,1013.6,0
ag-02401,2026-04-22T17:05:00,N-274,lab,north,lab,58.4,44,30,322.3,0.388,7.7,24.9,63.5,746.0,72,11,76.8,False,7,739.2,0
ag-02402,2026-05-10T18:15:00,W-247,lecture,west,lecture,168.9,119,81,759.5,0.342,19.2,22.6,48.0,987.1,22,55,59.0,True,5,1384.0,1
ag-02403,2026-03-13T18:05:00,N-174,lab,north,exam,23.5,26,21,219.7,0.279,5.3,23.1,75.4,565.0,46,41,66.1,False,2,687.0,0
ag-02404,2026-04-26T13:05:00,N-422,seminar,north,lecture,33.8,30,27,180.5,0.567,20.4,22.0,69.7,628.7,38,43,62.6,False,3,687.1,0
ag-02405,2026-03-13T09:35:00,C-488,lab,central,lab,21.0,19,13,150.4,0.68,11.9,22.2,60.5,483.6,57,35,57.9,False,5,572.9,0
ag-02406,2026-05-16T10:30:00,E-113,lab,east,lecture,23.7,18,17,149.8,0.623,22.1,22.0,69.2,588.0,89,14,73.0,True,7,625.1,0
ag-02407,2026-02-18T14:40:00,S-462,seminar,south,practice,20.0,22,7,102.9,0.248,-6.4,24.5,54.0,530.1,36,38,41.1,False,6,777.2,0
ag-02408,2026-05-04T10:40:00,S-235,lab,south,lab,63.0,44,37,363.8,0.659,18.8,23.6,46.7,780.2,69,8,59.6,True,4,960.0,0
ag-02409,2026-04-04T18:35:00,E-383,coworking,east,lecture,65.9,50,43,369.2,0.399,13.7,22.6,60.5,743.1,59,11,72.3,False,1,992.0,0
ag-02410,2026-03-05T11:50:00,C-564,coworking,central,none,80.9,76,5,702.6,0.688,7.4,21.8,64.9,380.0,70,20,46.3,False,7,464.1,0
ag-02411,2026-04-27T15:30:00,C-535,lab,central,lab,57.6,44,25,535.0,0.66,7.7,22.9,55.7,582.0,32,45,58.3,False,4,742.4,0
ag-02412,2026-03-18T16:50:00,W-584,lab,west,none,39.3,28,10,359.7,0.74,8.4,21.7,31.6,380.0,0,89,51.8,False,1,470.3,0
ag-02413,2026-03-23T15:35:00,S-578,coworking,south,practice,73.6,54,39,377.7,0.465,10.8,22.8,55.2,923.1,81,3,48.4,False,2,1154.0,1
ag-02414,2026-02-27T09:20:00,S-552,coworking,south,none,105.1,79,25,305.0,0.154,10.8,20.1,53.3,585.7,32,61,59.0,False,4,746.9,0
ag-02415,2026-03-06T17:25:00,C-383,seminar,central,practice,41.8,39,23,249.7,0.329,-2.0,21.2,40.9,766.7,54,44,61.5,False,1,864.2,0
ag-02416,2026-04-06T16:45:00,E-455,seminar,east,practice,61.2,49,20,477.3,0.638,8.9,23.0,51.0,631.1,88,12,53.0,False,7,785.5,0
ag-02417,2026-04-03T17:45:00,W-403,seminar,west,practice,49.2,39,33,344.5,0.538,18.5,26.2,50.3,683.6,35,62,62.3,True,5,817.8,0
ag-02418,2026-05-18T15:05:00,W-470,coworking,west,lecture,59.7,42,50,363.4,0.331,20.8,24.5,50.6,818.4,64,27,67.5,True,7,938.0,0
ag-02419,2026-02-21T10:05:00,W-210,lecture,west,lecture,109.7,104,53,881.2,0.678,5.4,22.4,61.9,880.0,90,9,56.3,False,2,1058.9,0
ag-02420,2026-03-25T18:55:00,C-158,seminar,central,lab,51.9,36,37,296.3,0.444,9.7,26.2,48.2,688.9,22,63,74.9,False,3,805.6,0
ag-02421,2026-03-22T14:25:00,W-199,lab,west,lab,41.5,40,34,404.3,1.0,7.5,25.2,58.6,627.9,13,90,60.1,False,1,827.0,0
ag-02422,2026-02-13T09:30:00,W-366,lab,west,practice,19.2,19,9,182.8,0.801,6.3,22.8,45.5,406.7,27,66,60.0,False,3,492.8,0
ag-02423,2026-04-17T11:35:00,C-371,seminar,central,practice,58.5,56,35,480.5,0.371,3.7,22.4,62.2,730.8,67,29,64.4,False,4,869.8,0
ag-02424,2026-02-24T15:10:00,S-407,lab,south,lecture,29.4,21,15,115.6,0.483,-1.6,23.1,52.4,579.8,16,90,58.6,False,3,575.3,0
ag-02425,2026-03-01T16:30:00,E-307,lab,east,lab,47.4,35,22,348.7,0.731,-1.8,25.6,65.7,556.8,49,49,55.6,False,5,619.8,0
ag-02426,2026-03-29T16:55:00,S-383,lecture,south,lab,100.6,90,56,673.6,0.259,9.6,24.0,63.9,878.4,43,49,66.7,False,6,1135.4,1
ag-02427,2026-04-06T11:10:00,E-444,lecture,east,lecture,133.2,95,78,526.6,0.157,5.8,23.9,48.7,956.5,61,29,57.4,False,2,1225.2,1
ag-02428,2026-03-17T16:55:00,E-494,seminar,east,none,42.8,46,1,464.0,0.411,10.7,23.1,62.1,474.2,69,20,51.3,False,6,538.7,0
